chunk_id,document_id,themes,rules,exceptions,merchant_specific,confidence_score
Summer Discovery - MIS - Google Docs_chunk_25,Summer Discovery - MIS - Google Docs,Invoice Management; Data Organization; Support Communication; Document Control,Billable invoices must be separated; Document must be copied before editing; Original document should not be edited directly; Support inquiries should be directed to tabsplatform.com; Data should be properly organized,None clearly specified in the content,contact_points; invoice_handling; data_management_practices,0.7
Summer Discovery - MIS - Google Docs_chunk_26,Summer Discovery - MIS - Google Docs,Financial Management; Program Administration; Data Organization; Invoice Processing,Invoices must be sent on time to ensure timely payment from university; Program costs need to be tracked and compared against enrollment data; Unstructured data needs to be organized beyond spreadsheets; Testing of new systems should align with fiscal year planning,Summer period testing allowance despite no formal budget; Tulane case mentioned as specific example,customizable_elements; terminology,0.75
Summer Discovery - MIS - Google Docs_chunk_27,Summer Discovery - MIS - Google Docs,Contract Renewal Options; Pricing Strategy; Operational Changes; Timing Considerations,Contract can be shortened with fiscal year-aligned renewal date; First year pricing must be lower than subsequent years; Automatic price increase applies in second year; System changes must align with new program acquisitions,First year pricing structure differs from standard pricing; Contract length can be modified to align with fiscal year,customizable_elements; terminology,0.7
AlphaAI Technologies DBA Tavily MIS - Google Docs_chunk_0,AlphaAI Technologies DBA Tavily MIS - Google Docs,Billing Structure; Product Integration; Implementation Handoff; Platform Credits System,"Flat SaaS platform fee is the primary billing method; Contract must specify credit allotment for customer; Credit overages handled through Stripe, not Tabs; Implementation team is DRI for handoff completion; POC information must be documented for both Implementation and CX",PLG motion is kept separate from Tabs integration (for now); Pay-as-you-go billing handled in Stripe instead of Tabs; Security layer can be added as additional 12-month product,key_contacts; custom_elements; business_context,0.85
AlphaAI Technologies DBA Tavily MIS - Google Docs_chunk_1,AlphaAI Technologies DBA Tavily MIS - Google Docs,Integration Requirements; Key Contact Information; Time Zone Considerations; Platform Features,"Support contact must be made through support@tabsplatform.com; Time zone difference is 7 hours between Israel and New York; POC requires specific integrations (Stripe, QB, Hubspot, Plaid, Avalara); Invoice generation must be supported; Revenue schedule automation must be implemented",Contact works late hours despite time zone difference; Workflow preferences are flexible ('not 100% set in his way'),contact_name; location; required_integrations; custom_features,0.85
AlphaAI Technologies DBA Tavily MIS - Google Docs_chunk_2,AlphaAI Technologies DBA Tavily MIS - Google Docs,Payment Structure; Platform Integration; Future Flexibility; Credit Management,Systems must remain separate for now; Platform will charge a flat SaaS fee; Customers must purchase credits upfront via contract; Overage handling should be managed through Stripe; Credit tracking should not be implemented in Tabs currently,Customers exceeding credit allotment become 'pay as you go'; Future integration with Tabs may be considered later; Merchant is flexible on workflows despite current preferences,merchant_name; temperament; payment_processor; billing_preferences; integration_platform,0.8
AlphaAI Technologies DBA Tavily MIS - Google Docs_chunk_3,AlphaAI Technologies DBA Tavily MIS - Google Docs,Integration Systems & Platforms; Customer Creation Process; Billing & Invoicing; Contact Management,Billing contact and email must be added to customer profile; Customer profile update should be done after initial customer creation; Primary contact email can be CC'd on billing contact; Customer creation must be done through 'view customer' page; Time zone consideration: Israel (+7 hours to New York) for operations,Merchant works late hours despite time zone difference; Contract may have unique breakdown requirements,integrations; customizable_elements,0.75
AlphaAI Technologies DBA Tavily MIS - Google Docs_chunk_4,AlphaAI Technologies DBA Tavily MIS - Google Docs,Product Classification; Fee Processing; Billing Treatment; API Credit Management,Process each distinct product/fee as separate BT items; Use exact label/description from fee table for item names; Rename generic 'Service Fee' items as 'Enterprise Platform Fee'; Process API Credits - Bulk Purchases as flat fee BT when committed; Use labels directly from fee table or cost summary section,Do not create usage products for API credit overage fees; Ignore 'Service Fee' renaming rule if within sections titled 'service fees',Product labels in fee tables; API credit purchase amounts; Enterprise platform fee structures; Service fee categorizations,0.85
AlphaAI Technologies DBA Tavily MIS - Google Docs_chunk_5,AlphaAI Technologies DBA Tavily MIS - Google Docs,API Credit Processing; Enterprise Platform Fee Handling; Order Form Documentation; Service Duration Management,Do not process API Credits-PayGo products; Enterprise Platform Fee quantity should default to 1; Use stated quantity for API Bulk Purchase if provided; Use Order Form Effective Date as Service Start Date; Use total cost as shown in the agreement for Total Price; Default to 12 months of service if term not stated; Apply discounted value for first-year promotions if applicable; Item Description field is optional,First-year discounts or promotions should use discounted value instead of standard price; Enterprise Platform Fee may rarely have quantity other than 1; Item Description only needed if clarification is required,customizable_fields; terminology,0.85
AlphaAI Technologies DBA Tavily MIS - Google Docs_chunk_6,AlphaAI Technologies DBA Tavily MIS - Google Docs,Billing Configuration; Payment Terms; Service Frequency; Integration Setup,Billing Start Date defaults to Service Start Date; Enterprise Platform Fee typically uses frequency='Year' and period='1'; Default Net Terms are 30 days if not specified; Billing occurs at first of period; Must check billing frequency per specific product; Follow stated mapping for integration items,Different invoicing schedules can override default start date; API PayGo credits may have different billing frequency than platform fees; Contract-stated payment terms override default terms,configurable_elements; terminology,0.85
AlphaAI Technologies DBA Tavily MIS - Google Docs_chunk_7,AlphaAI Technologies DBA Tavily MIS - Google Docs,Contract Fee Processing; Usage-Based Billing; Contract Term Management,Do not create usage BTs for overage pricing unless explicitly priced as committed purchase; Only process fees included in contract's fee summary; Ignore upgrade rights unless explicitly priced in current contract term; Ignore API credit expiration for BT creation; Ignore future optional items unless explicitly priced in current contract,Overage fees can be processed if explicitly priced as committed purchase; Contract-specific processing requirements may vary by merchant,Processing requirements can differ by contract; BT creation rules; Contract fee handling procedures,0.85
AlphaAI Technologies DBA Tavily MIS - Google Docs_chunk_8,AlphaAI Technologies DBA Tavily MIS - Google Docs,Invoice Processing; Purchase Order Management; Contract Administration; Documentation Standards,Back-date invoice dates to the last day of the month; PO numbers must be added as additional fields on invoices when present in contract; Contract reference numbers must be tracked and documented; Support contact must be made through tabsplatform.com,Contracts without PO numbers may not require PO field addition,identifiers; customizable_elements,0.75
AlphaAI Technologies DBA Tavily MIS - Google Docs_chunk_9,AlphaAI Technologies DBA Tavily MIS - Google Docs,Default Payment Terms; Billing Frequency; Operational Defaults,Default payment term is 1 year if none specified; Default Net Payment Terms is 0 if none specified; Default billing frequency is Monthly if none specified; Operations team maintains default values for unspecified parameters,Custom values can override operational defaults when explicitly listed,configurable_elements; terminology,0.85
AlphaAI Technologies DBA Tavily MIS - Google Docs_chunk_10,AlphaAI Technologies DBA Tavily MIS - Google Docs,Tax Processing; Integration Item Labeling; Event Billing; Implementation Procedures,Default handling: tax line items become BT Events Processing if none listed; Statsig integration items should be labeled as 'Sales'; Pinata integration items should be labeled as 'Software Subscription Bundle'; Implementation Success team handles post-go-live processing; Event billing processing is managed post-go-live,Pinata integration items can have different labels if specifically noted by merchant; Tax handling can differ from default if explicitly listed,customizable_elements; named_integrations,0.7
AlphaAI Technologies DBA Tavily MIS - Google Docs_chunk_11,AlphaAI Technologies DBA Tavily MIS - Google Docs,Integration Item Classification; Post-Processing Communications; Customer Information Management; Implementation Process; Documentation and Tracking,"Statsig integration items must be labeled as 'Sales'; Pinata integration items must be labeled as 'Software Subscription Bundle'; Ops Team must notify specified team members upon batch processing completion; Communications must be sent through designated channels (e.g. Messari internal merchant channel); Different phases require different team members to fill documentation (AE, Implementation, Success); Merchant calls must be documented with dates",Special memos may be required for certain invoices; Invoice changes based on specific merchant-customer relationships; Post-Go Live updates handled by Implementation Success team,communication_requirements; integration_labels; tracking_dates,0.85
AlphaAI Technologies DBA Tavily MIS - Google Docs_chunk_12,AlphaAI Technologies DBA Tavily MIS - Google Docs,Communication Protocol; Invoice Management; Contract Processing; Customer Success Operations,Customer Success (Azmat Aziz) must be notified when contracts are processed; Notifications must be sent through Messari internal merchant channel; Notification timing is linked to contract processing; Merchant must be in Active phase for these procedures to apply,Special memos required for certain invoices; Invoice modifications allowed based on merchant customer relationship,invoice_handling; communication_channel; phase_status,0.85
Plenful MIS Template - Google Docs_chunk_0,Plenful MIS Template - Google Docs,Billing and Usage Tracking; Implementation Handoff Process; System Documentation; Point of Contact Management,Original document should not be edited - copies must be made; Implementation team must complete Notes section during handoff; Billing occurs monthly in arrears; Usage tracking must be based on data volume and/or SKU count; Engineering team must provide monthly HTML usage reports; Usage calculations determine tier placement and potential overages,Manual vlookup calculations currently being used instead of automated system; Billing tiers can be based on either data volume OR SKU count OR both,merchant_name; billing_factors; customizable_elements,0.85
Plenful MIS Template - Google Docs_chunk_1,Plenful MIS Template - Google Docs,Merchant Integration Requirements; Financial Software Integration; Revenue Management Features; Merchant Relationship Management,Integration must support Salesforce (SF); Integration must support QuickBooks Online (QBO); System must handle contract ingestion; System must support automated product creation; System must calculate usage metrics; System must provide cash forecasting capabilities; System must track ARR (Annual Recurring Revenue); System must handle revenue recognition (RevRec); CARR tracking is required,No clear exceptions noted in the document,temperament; engagement_history; integration_preferences; key_feature_priorities,0.85
Plenful MIS Template - Google Docs_chunk_2,Plenful MIS Template - Google Docs,SaaS Billing and Pricing; Usage-Based Calculations; System Integration and Automation; Revenue Management,Billing occurs monthly in arrears; Usage calculations based on data volume and/or SKU count; Tiered pricing structure with usage commitments; Usage overages trigger potential upsell opportunities; Engineering team provides monthly HTML usage reports; Manual vlookup calculations currently used for invoicing in QBO,Multiple usage metrics possible (data volume OR SKUs OR both); Manual intervention currently required for usage calculations,customizable_elements; systems,0.85
Plenful MIS Template - Google Docs_chunk_3,Plenful MIS Template - Google Docs,Contract Structure; Billing Information; Implementation Process; Fee Processing,Product fees must be checked in the product fees table within contract; Additional BTs (likely Business Terms) must be processed from the appendix; Implementation process follows from Implementation Success to Post-Go Live stages,One-off items mentioned but not specified in detail; Additional BTs in appendix suggest supplementary terms beyond standard contract,fee_structures; business_terms; contract_breakdown; implementation_process,0.6
Plenful MIS Template - Google Docs_chunk_4,Plenful MIS Template - Google Docs,Data Processing Instructions; Product Information Management; Quantity Handling; Appendix Interpretation,Ignore appendices where platform features cannot be matched in quantity/pricing tables; Use product/service name as listed for Item Name field; Set quantity to 1 by default when not explicitly specified; Follow sequential processing (numbered steps 2-3),"When quantity is explicitly listed, override default value of 1; When platform features can be clearly matched in tables, appendix should not be ignored",product_names; quantity_values; platform_features,0.85
Plenful MIS Template - Google Docs_chunk_5,Plenful MIS Template - Google Docs,Document Management; Pricing; Support Contact; Document Preservation,Make a copy of the document instead of editing original; Use contract price as the listed price; Contact support through tabsplatform.com; Do not edit the original document,None explicitly stated,contact_points; pricing_source; document_types,0.7
Plenful MIS Template - Google Docs_chunk_6,Plenful MIS Template - Google Docs,Billing Calculations; Subscription Management; Price Interpretation; Payment Frequency,Check Subscription and Payments section for billing cadence; Review Product fees table for base pricing; Multiply base price by billing period multiplier when frequencies differ; Quarterly billing requires multiplication of monthly price by 3; Verify billing cadence before finalizing price calculations,"When listed price frequency differs from actual billing frequency, price modification is required; Quarterly billing from monthly prices requires special calculation",pricing_elements; variables,0.85
Plenful MIS Template - Google Docs_chunk_7,Plenful MIS Template - Google Docs,Contract Start Dates; Service Initiation; Document Timing,Service start date should be based on either the Effective Date or the last signature date; Contract start timing typically occurs after kickoff; Default to documented dates rather than actual kickoff timing,Actual kickoff date may differ from contract start date; Contract may start at a different time than service implementation,Effective Date definition may vary by merchant; Signature process and timing may vary by merchant; Kickoff process timing may be merchant-dependent,0.8
Plenful MIS Template - Google Docs_chunk_8,Plenful MIS Template - Google Docs,Date Determination; Contract Duration; Billing Timing; Service Initiation,Use kickoff date if available; Default to last signature date if kickoff date not found; Short terms less than 1 year should be automatically extended to 12 months; Service start date and billing start date should be the same unless specifically stated otherwise; Billing terms should extend for 12 months minimum,Specific billing start dates may override the default service start date rule; Terms under 1 year require automatic extension,dates; terms,0.85
Plenful MIS Template - Google Docs_chunk_9,Plenful MIS Template - Google Docs,Service Duration; Payment Scheduling; Contract Terms,Contract term length must be specified in months; Payment frequency must align with subscription section specifications; Term length examples include 12 and 36 months; Service duration must reference the contract's Subscription and Payments section,None explicitly stated in the provided content,Contract term length (variable by merchant); Payment frequency options; Subscription and payment terms; Net terms specifications,0.8
Plenful MIS Template - Google Docs_chunk_10,Plenful MIS Template - Google Docs,Payment Processing; Invoice Management; Support Communication,Payment must be made within 30 days of invoice receipt; Invoice must be undisputed to trigger payment timeline; Document should not be edited directly - copies required; Support inquiries should be directed to support@tabsplatform.com,Disputed invoices may have different payment terms; Payment timeline starts only after receipt of invoice,payment_terms; support_contact; platform,0.85
Plenful MIS Template - Google Docs_chunk_11,Plenful MIS Template - Google Docs,Default Timing Settings; Tiered Pricing Structure; Processing Cadence; Platform Plan Integration,Default period is 30 days if not otherwise specified; Use 10 Tiered pricing structure; Process tiered BTs (billing tiers) on a monthly basis; Pricing structure must align with platform plan quantities,Non-default periods may be specified (implied); Platform plan may require different tier structures,customizable_elements; terminology,0.7
Plenful MIS Template - Google Docs_chunk_12,Plenful MIS Template - Google Docs,Billing/Payment Processing; Tiered Pricing Structure; Support Hours Management,Tiered BT must be implemented for quantity of 100k claims; Rate of 0.09 applies to claims; Support hours must be processed as separate unit BT; Support hours do not require tiered pricing,Support hours are handled differently from main claims processing; No tiering required for support hours even if included in overall service,pricing_elements; terminology,0.7
Plenful MIS Template - Google Docs_chunk_13,Plenful MIS Template - Google Docs,Event Management; Document Handling; Support Communication; Integration Process,Make a copy instead of editing original document; Events must exist or be created if not found; Integration items marked as '11' should be ignored; Support contact should be made through tabsplatform.com,"If suitable event cannot be found, creation of new event is permitted; Items marked as integration item '1' can be ignored",Event types and definitions; Integration item numbering; Platform-specific contact methods (tabsplatform),0.7
Plenful MIS Template - Google Docs_chunk_14,Plenful MIS Template - Google Docs,Service Terms; Invoice Processing; Default Settings; Contract Customization,Default service term is 1 year if not otherwise specified; Special processing instructions must be documented per contract; Operations team has standard defaults that apply when not specified,Merchant-specific processing requirements can override standard procedures; Contract terms may specify different service duration than default,invoice_customization; service_terms,0.8
Plenful MIS Template - Google Docs_chunk_15,Plenful MIS Template - Google Docs,Payment Terms; Billing Frequency; Tax Handling,Default net payment terms are set to 0 if none specified; Default billing frequency is monthly if none specified; Taxes must be handled as separate line items; Operations team has authority to set default values,Merchant-specified payment terms override the default 0; Merchant-specified billing frequency overrides monthly default,customizable_elements; default_overrides,0.85
Plenful MIS Template - Google Docs_chunk_16,Plenful MIS Template - Google Docs,Tax Processing; Integration Item Handling; Post-Processing Communications; Implementation Phase Management,"Every tax line item becomes a BT Events Processing if none listed; Integration items must be labeled according to specific mapping (e.g., Statsig -> Sales); Pinata integration items should be labeled as Software Subscription Bundle by default; Processing completion notifications must follow specified who/where/when protocol; Implementation Success team is responsible for Post-Go Live section completion",Pinata integration items can have different labels if specifically noted by merchant; Processing rules may vary between Implementation and Active phases,notification_requirements; integration_mappings,0.85
Plenful MIS Template - Google Docs_chunk_17,Plenful MIS Template - Google Docs,Integration Management; Customer Communication; Documentation Process; Implementation Workflow; Feature Request Handling,"Statsig integrations must be labeled as 'Sales'; Pinata integrations must be labeled as 'Software Subscription Bundle'; Customer Success (Azmat Aziz) must be notified when contracts are processed; Notifications must be sent through Messari internal merchant channel; Original document should not be edited - copies must be made; Different teams have specific responsibilities at different phases (AE, Implementation, Success); Feature requests must be documented with what/why/urgency components; Merchant calls must be recorded and stored as Loom links",Special memos for certain invoices; Custom invoice changes based on merchant-customer relationships,documentation_elements; phases,0.85
Plenful MIS Template - Google Docs_chunk_18,Plenful MIS Template - Google Docs,Invoice Processing; Special Memo Requirements; Customer Relationship Management,Special memos are required for certain invoices; Invoice modifications must be based on merchant-customer relationship; Documentation must include explanation of what the change is; Documentation must include justification for the change,Changes permitted based on specific merchant-customer relationships,customizable_elements; terminology,0.7
Lakera MIS - Google Docs_chunk_0,Lakera MIS - Google Docs,Billing and Invoicing; Implementation Process; Point of Contact Management; Contract and Customer Management,All contracts must be in English; All billing must be processed from US; One invoice per month frequency; Must support both upfront and milestone-based billing for services; POC information must be documented for both Implementation and CX teams; Document must not be edited directly - copies required,Very bespoke billing arrangements allowed; Flexible support needed for future usage-based billing; High ACV ($100k+) contracts handled differently,billing_characteristics; contact_details; special_requirements,0.85
Lakera MIS - Google Docs_chunk_1,Lakera MIS - Google Docs,Contract Processing; Billing Configuration; Service Duration Calculation; Document Management,Must make a copy of document instead of editing original; Billing items must be identified based on Order Form structure; Item names must match exactly as listed in Order Form; Service duration calculated in full months between start and end dates; Default service duration is 12 months if not specified; Billing start date equals service start date unless otherwise specified; Must use effective date or order start date from contract,Alternative invoicing triggers can override default billing start date; Service duration can differ from default 12 months if explicitly stated,Order Form item names; Service start dates; Service duration periods; Custom invoicing triggers; Billing item structure,0.85
Lakera MIS - Google Docs_chunk_2,Lakera MIS - Google Docs,Payment Terms; Frequency Settings; Quantity Specifications; Default Values,Use signature date if specified; Fixed subscriptions default to annual upfront; One-time milestone fees have no default frequency; Default payment terms are Net 30 if not specified; Default quantity is 1 for fixed fees; Payment terms should be extracted from Order Form; Frequency should be determined from invoicing terms in Order Form,Override default Net 30 if Order Form specifies different terms; Quantity can be different from 1 if explicitly specified; Frequency can vary based on Order Form terms,Order Form terms; Payment terms; Invoicing frequency; Milestone fee structures; Quantity specifications,0.85
Lakera MIS - Google Docs_chunk_3,Lakera MIS - Google Docs,Product Integration and Implementation; Professional Services Management; SaaS and Self-Hosted Solutions; Financial Processing Guidelines,"Volume caps should be recorded for reference only without editing; Total contract amount must be divided evenly across periods if invoiced periodically; Discounts must be added in-line with products, not as separate items; Revenue categorization is required for different service types; Product naming conventions must follow specific formats (e.g., Lakera Guard : SaaS)",Professional Services are handled separately from standard product offerings; Self-hosted deployments follow different naming conventions than SaaS offerings; Additional hours and requests are categorized under Professional Services,product_lines; deployment_types; service_categories,0.85
Lakera MIS - Google Docs_chunk_4,Lakera MIS - Google Docs,Processing Requirements; Service Terms; Invoice Handling; Contract Customization,Processing specifications must be documented per contract; Service terms should have default parameters; Special processing instructions must be clearly identified; Invoice dates may require specific handling rules,Back-dating invoice dates to month end (given as example); Contract-specific variations from standard processing,processing_customizations,0.7
Lakera MIS - Google Docs_chunk_5,Lakera MIS - Google Docs,Lakera Guard Product Offerings; Professional Services; Payment Terms; Implementation Options,Default payment terms are Net 5; Default operational period is 1 year if none listed; Support inquiries must be directed to support@tabsplatform.com; Implementation packages require separate professional services; Testing fees are handled as professional services,Additional hours can be requested through Professional Services; Self-hosted deployments have different implementation requirements than SaaS,deployment_options; customizable_elements,0.75
Lakera MIS - Google Docs_chunk_6,Lakera MIS - Google Docs,Default Settings; Billing Configuration; Tax Handling,Default value is 0 when no value is specified; Default billing frequency is Monthly when none is listed; Taxes must be handled as separate line items,"When specific values are provided, they override the default 0; When billing frequency is explicitly stated, it overrides monthly default",Billing frequency options; Tax handling methodology; Custom default values,0.7
Lakera MIS - Google Docs_chunk_7,Lakera MIS - Google Docs,Integration Processing; Tax Processing; Communication Protocols; Customer Management; Implementation Phases,Every tax line item becomes BT Events Processing if none listed; Integration items must be labeled according to specific guidelines; Processing completion notifications must follow specified who/where/when protocol; Implementation Success team is responsible for post-go-live documentation; Feature requests must be documented before implementation handoff,Pinata integration items should be labeled as 'Software Subscription Bundle' unless otherwise noted; Special memos may be required for certain invoices; Invoice changes based on merchant-customer relationships,integration_labeling; notification_requirements; customization_points,0.85
Lakera MIS - Google Docs_chunk_8,Lakera MIS - Google Docs,Integration Item Labeling; Communication Protocols; Invoice Management; Merchant Phase Management,"Statsig integration items must be labeled as 'Sales'; Pinata integration items must be labeled as 'Software Subscription Bundle'; Customer Success (Azmat Aziz) must be notified of contract processing; Communications should be made through Messari internal merchant channel; Merchant calls require different stakeholders at different stages (AE, Implementation, Success); Original documents should not be edited - copies must be made",Certain invoices require special memos; Invoice changes may be needed based on merchant customer relationships,phases; documentation; customization_points,0.7
Lakera MIS - Google Docs_chunk_9,Lakera MIS - Google Docs,Sales Operations Integration; System Identification; Data Synchronization,Gong call must include a specific call ID number; Account ID must be specified; Synchronization with sales ops is required,,identifiers; systems,0.7
Lakera MIS - Google Docs_chunk_10,Lakera MIS - Google Docs,Support Communication; Account Identification; Information Structure,Support inquiries should be directed to support@tabsplatform.com; Call ID must be referenced: 3279173550303081490; Account ID must be referenced: 4510569308154 570916; Information should be structured around What/Why/Urgency format,None clearly specified in the content,identifiers; platform; support_channel,0.7
Fingerprint MIS - Google Docs_chunk_0,Fingerprint MIS - Google Docs,Billing and Payment Processing; Implementation Points of Contact; Customer Management; Contract Management,Revenue recognition based on actual usage with remainder added to last month; Payment processing through Stripe self-serve system; Contract values range from 9k to 3m for invoices; Usage tracking required through Sigma and Snowflake; External accounting handled by Mystartupcfo; CSV format acceptable for initial implementation,Amendments for overages handled by CS; UBRR (Usage Based Revenue Recognition) specific requirements; Contract data extraction from existing spreadsheet system,key_contacts; technical_requirements; billing_features,0.85
Fingerprint MIS - Google Docs_chunk_1,Fingerprint MIS - Google Docs,Contract Processing; Billing Configuration; Product Setup; Payment Scheduling,Billing address must be stored at customer level for each contract; Every product must be processed as a BT Service; Start Date should be taken from 'Start Date' column; Months of Service calculated to match End Date column; Integration item should be 'Contracted' for all products; Default Billing Type is Flat unless usage-based; Total Price must be divided by number of billing periods if multiple periods exist; Quantity should be pulled from 'Quantity' column; Start Date should use first billing date from payment invoice deadlines; Frequency must match Payment Frequency under Billing Details,Usage-based products require different billing type setup; Overage API calls require creation of usage BT; Multiple payment periods require total price division,configurable_elements; example_reference,0.85
Fingerprint MIS - Google Docs_chunk_2,Fingerprint MIS - Google Docs,Payment Processing; Billing Terms and Schedules; Contract Management; Support and Documentation,Calculate months between payments if not explicitly listed; Default to Net 30 payment terms if not stated; Bill at the beginning of the period; Use Payment Terms stated under Billing Details; Same products with shared invoice schedule can be combined into one BT,Products can be combined into one BT if they are identical and share invoice schedule; Non-consistent payment cadences require separate BTs; Contract F3ea60bd allows combining two products due to shared payment schedule,contract_ids; custom_processing_requirements; support_contact,0.85
Fingerprint MIS - Google Docs_chunk_3,Fingerprint MIS - Google Docs,Default Terms and Conditions; Invoice Dating Practices; Billing Parameters,Invoice dates must be backdated to the final day of the month; Default service term is 1 year if not specified; Default payment terms are Net 0 if not specified; Default billing frequency is monthly if not specified,Non-default service terms when explicitly listed; Non-default payment terms when specified; Non-default billing frequency when specified,customizable_elements; terminology,0.85
Fingerprint MIS - Google Docs_chunk_4,Fingerprint MIS - Google Docs,Tax Processing; Integration Item Handling; Post-Processing Communications; Implementation Phase Management,Every tax line item becomes a BT Events Processing if none listed; Integration items must be labeled according to specific naming conventions; Post-processing notifications must follow specified who/where/when protocol; Implementation Success team is responsible for Post-Go Live section completion; Processing status updates must be communicated to designated team members,Pinata integration items can have alternative labels if noted by Merchant; Processing notification requirements may vary between Implementation and Active phases,integration_labeling; notification_requirements,0.85
Fingerprint MIS - Google Docs_chunk_5,Fingerprint MIS - Google Docs,Integration Management; Communication Protocols; Customer Success Procedures; Documentation Requirements; Feature Request Handling,"Customer Success (Azmat Aziz) must be notified when contracts are processed; Notifications must be sent through Messari internal merchant channel; Integration items must be labeled according to specific categorization rules; Different phases require different team members to fill out information (AE, Implementation, Success); Feature requests must include what it is, why it's important, and urgency level","Processing specifics may differ by contract (e.g., backdating invoice dates); Special memos may be required for certain invoices; Custom invoice changes based on merchant-customer relationships",integration_labeling; customizable_elements,0.85
Fingerprint MIS - Google Docs_chunk_6,Fingerprint MIS - Google Docs,Scoping; Pricing; Call Documentation,Call recordings must be accessed through Gong.io platform; Call IDs must be properly formatted with numeric values; Account IDs must be included in call references,,platform_ids; systems,0.4
Fingerprint MIS - Google Docs_chunk_7,Fingerprint MIS - Google Docs,Invoice Management; Support Communication; Customer Relationship Handling; Special Documentation Requirements,Support must be contacted through tabsplatform.com; Special memos are required for certain invoices; Invoice modifications must be documented; Changes related to merchant-customer relationships must be tracked,Certain invoices require special memos (non-standard cases); Customer relationship-based invoice modifications,relationship_factors; memo_requirements; invoice_modification_rules,0.7
Ash MIS - Google Docs_chunk_0,Ash MIS - Google Docs,Billing and Invoicing; Implementation Process; Point of Contact Management; Documentation Control,"Document must be copied, not edited directly; Weekly invoicing occurs on Tuesdays; Implementation team must complete notes section during handoff; Billing follows tiered PxQ structure based on kit phases; 30 invoices are processed weekly through QuickBooks Online",Professional services implementation fees are occasional/optional; Multiple billing models possible (Flat SaaS + Usage-based + Professional Services),contact_details; billing_structure,0.85
Ash MIS - Google Docs_chunk_1,Ash MIS - Google Docs,Personnel Transition/Onboarding; User Characteristics; Technology Features; AI Implementation,Current main user will handle system until finance hire starts; Executive sponsor must be involved in process; AI capabilities should be available for invoice processing,Temporary user arrangement until finance hire starts; Special focus on tabs features for key POC,user_profile; organizational_structure; system_requirements; ai_implementation,0.6
Ash MIS - Google Docs_chunk_2,Ash MIS - Google Docs,Financial Operations & Collections; Revenue Management; Contract Management; Healthcare Industry Compliance,Automated collection tracking must be implemented for overdue invoices; Revenue reporting must be done in real-time; Contract management must handle healthcare-specific redlines; Cash forecasting required for funding round preparation; Customer creation process requires specific implementation steps,Healthcare industry requires special contract term redlines; Billing model needs custom implementation section,industry_context; customization_areas; unique_requirements,0.85
Ash MIS - Google Docs_chunk_3,Ash MIS - Google Docs,Contract Management; Document Types and Structure; Contract Processing; Contract Terms and Renewal,All contracts have a 12-month term; Each SOW must be treated as a separate contract; Only SOWs contain commercial terms used for BTs; Renewal contracts must use identical event types as original contract; Contract documents can be either MSAs or SOWs; Multiple SOWs are allowed per customer,MSAs do not carry commercial terms (only SOWs do); Renewal contracts have special requirement to match original event types,document_types; customizable_elements; contact_points,0.85
Ash MIS - Google Docs_chunk_4,Ash MIS - Google Docs,Contract Dates Management; Billing Configuration; Service Duration Settings; Contract Types (BT Types),Billing start date for flat-fee BTs must use the effective date; Billing start date for usage-based BTs should use effective date + 90 days; Service start date must match billing start date; Default service duration is 12 months; Original contract must be referenced for implementation; 90 days is used as a temporary placeholder for launch date,Service duration can be different from 12 months if specifically stated; Launch date placeholder (90 days) can be modified by merchant when actual information becomes available,customizable_elements; terminology,0.85
Ash MIS - Google Docs_chunk_5,Ash MIS - Google Docs,Billing Term Frequency; Fee Structure Types; Invoice Cadence; Contract Compliance,"Flat-fee billing terms must follow the cadence specified in SOW/contract; Usage-based billing terms should be set to weekly by default; Billing term setup must reflect actual accrual/aggregation cadence, not invoice cycle; For usage-based billing, data should be aggregated weekly even if invoicing is monthly",When contract explicitly specifies a different cadence for flat-fee billing; Noom contract serves as precedent for weekly aggregation with monthly invoicing,customizable_elements; terminology,0.9
Ash MIS - Google Docs_chunk_6,Ash MIS - Google Docs,Payment Terms Management; Quantity Handling; Fee Processing; Deposit Management,Default payment terms are Net 30 if not specified; Use contract-specified terms if provided (Net 15 or Net 30); Default quantity is 1 if not specified in BT; Waived fees must be recorded as 0 BT with clear labeling; Deposits must be titled as 'Deposit'; Use TABS_Deposit for integration; Select all applicable usage products for deposits; Questions should be directed to support@tabsplatform.com,Contracts with deposits require special Usage AI handling; Waived fees require special 0 BT documentation; Net 15 terms may be specified instead of default Net 30,customizable_elements; terminology,0.85
Ash MIS - Google Docs_chunk_7,Ash MIS - Google Docs,Deposit and Kit Management; Event Handling for Contracts; Renewal Process Management; Usage and Invoicing Procedures,Deposits must only be used for Kits; Threshold period must match full service term; General events are assigned during initial contract processing; Renewal contracts must use same event types as original contract; Zero or waived BTs must be processed as '0 BTs'; Invoice frequency must match usage tracking frequency (even if payment schedule differs),"Merchants create unique customer-specific events after contract processing; Customer-specific event types often begin with customer's name; Weekly invoicing may be required even with monthly payment schedules (e.g., Noom case)",customizable_elements; terminology,0.85
