chunk_id,document_id,themes,rules,exceptions,merchant_specific,confidence_score
Merchant Info Sheet - MidwayPlus_chunk_1,Merchant Info Sheet - MidwayPlus,Billing and invoicing processes for marketplace merchant; Contract structure and revenue stream management; Customer and service data mapping from contracts; Integration with QuickBooks Online (QBO); Implementation workflow and team communication protocols,"All customers must exist in QBO - no customer creation needed; Service Start Date equals Invoice Start Date found in 'Date:' field in top right corner of contract; ItemNbr field is used for item name; Unit of Measure field is used for billing frequency; Default Net Payment Terms: 30 days; Default Service Term: Found in 'Service Term' at bottom of contract; Default Billing Frequency: Found in 'Unit of Measure' in contract; Integration items should be assigned to 'MidwayPlus'; Ops Team must notify Jeff in #midwayplus channel upon completion of processing batches; Merchant processes 15-20 invoices per month for 15-20 active customers; Merchant bills manually today (current state); Multiple revenue streams include: step-ups, one-time projects, periodic app charges; Contract structure: primarily flat fees with step-ups and one-time charges",Remittance use case was discussed but is NOT part of initial scope - may be worth discussing later; No specific tax handling instructions provided (marked as N/A); No contract elements to ignore (marked as N/A); No special merchant-requested processing differences by contract (marked as N/A); No events billing information provided (marked as N/A); Reference to 'Ace Race Parts' as an example for ItemNbr and unit of measure usage,Merchant name: MidwayPlus; Slack channel: #midwayplus; Contact person: Jeff (for completion notifications); Customer volume: 15-20 active customers; Invoice volume: 15-20 invoices per month; Marketplace business model; Current manual billing process (pre-automation state); Integration system: QuickBooks Online (QBO); Reference customer: Ace Race Parts (used as example); Potential future use case: remittance processing; Rewatch call recordings provided for context,0.82
Merchant Info Sheet - MidwayPlus_chunk_0,Merchant Info Sheet - MidwayPlus,Merchant Onboarding Timeline and Milestones; Business Model and Revenue Characteristics; Pain Points and Implementation Goals; Stakeholder Identification and Engagement; Technical Integration and Current Systems,"Demo must occur before scoping start date; MSA signature must be obtained before onboarding kick-off; Onboarding kick-off should occur after MSA signature; Go-live date should be scheduled after onboarding kick-off; Account Executive (AE) is responsible for filling company summary; AE and Implementation team jointly responsible for documenting merchant goals; AE and Implementation team jointly responsible for documenting billing model details; Opt-out clause status and conditions must be documented; Key stakeholders (COO, Owners, POCs) must be identified; ERP and tax integration systems must be documented; Current pain points and scalability issues must be identified; Revenue streams and billing complexity must be assessed","Opt-out date may not exist (can be 'None'); Some merchants may have opt-out clauses while others do not; Multiple revenue streams may require special billing considerations (step-ups, one-time projects, periodic app charges); Hybrid billing scenarios exist (manual invoicing from QBO and Stripe); Marketplace business models may involve remittance use cases with percentage-based invoicing; Customer creation process may have unique requirements per merchant","Company name and business description; Specific dates for all onboarding milestones; GTM POC and Implementation POC assignments; ERP system type; Tax integration platform; Key personnel names and roles; Revenue figures and growth trajectory; Number of active customers and invoice volume; Current billing systems in use; Specific revenue stream types; Collections challenges and cash flow management needs; Opt-out clause terms (if applicable); Industry vertical (e.g., aftermarket automotive parts); Business model type (B2B, B2C, marketplace); Stakeholder engagement level and availability",0.92
Merchant Info Sheet - MidwayPlus_chunk_2,Merchant Info Sheet - MidwayPlus,Merchant billing structure and revenue model; Merchant relationship management and key stakeholders; Product features and merchant priorities; Implementation scope and use cases; Merchant temperament and engagement level,"Operations International Team should ignore sections marked for their exclusion; Implementation team (AE Implementation) is responsible for filling in merchant billing information; Merchant relationship information must include: temperament assessment, key POC identification, and feature priorities; Documentation should capture how the merchant bills their customers; Key POC information should identify the buyer/decision maker; Feature preferences of key stakeholders must be documented","This merchant has a 'Mostly Flat SaaS Fee' structure with variations including step-ups, one-time projects, and periodic app billing; Potential remittance use case mentioned but not confirmed ('May have a remittance use case'); Sections marked '[Ops International Team to Ignore]' are excluded from certain team workflows","Merchant name: Midway Plus (based on video reference); Billing model: Mostly Flat SaaS Fee with step-ups, one-time projects, and periodic app charges; Key POC: Greg (handles day-to-day operations and is the decision maker); Merchant temperament: 'Great to work with', highly engaged; Priority feature: Automation to support rapid growth; Potential use case: Remittance (unconfirmed); Implementation date context: November 20, 2024",0.75
Arcee AI - Merchant Info Sheet(1)_chunk_0,Arcee AI - Merchant Info Sheet(1),Implementation Timeline and Milestones; Stakeholder Identification and Contact Management; Business Goals and Pain Points; Revenue Operations and Financial Reporting; Merchant Relationship Context,"Demo must occur before scoping start date; MSA signature should be obtained before or concurrent with scoping; Onboarding kick-off follows MSA signature; Key stakeholder roles must be identified: CEO, Controller, Chief of Staff/Billing, Revenue Ops, Business Operations; GTM POC and Implementation POC must be assigned; ERP and Tax Integration systems must be documented; Company summary describing business model is required; North star goals must be clearly defined and documented; Primary pain points must be identified and recorded; ARR and Revenue Recognition reporting requirements must be captured; Opt-out clause status must be documented; AE relationship notes should be maintained","Opt Out Date field can be left blank if no opt-out clause exists (as in this case: 'No opt out clause'); Go Live Date may be pending/unknown during initial documentation; Onboarding Kick Off Date may not be set at time of MSA signature; Some contact information may be incomplete (last names, partial email domains) during initial capture","Company business model description (SLMs/AI platform vs other industries); Specific pain points (ballooning AR, manual invoicing/dunning vs other operational issues); Valued features (time to invoice, collections view, cash forecasting); Funding stage and timeline (Series B in 1Q25); Organizational structure and key personnel titles; ERP system type; Tax integration requirements; Merchant temperament assessment methodology",0.92
Arcee AI - Merchant Info Sheet(1)_chunk_1,Arcee AI - Merchant Info Sheet(1),Stakeholder Management and Decision-Making Hierarchy; Contract Processing and Revenue Schedule Creation; Billing Model Configuration and Payment Terms; Product Features and Customer Requirements; Operational Defaults and Processing Standards,"{'rule': 'CEO/Mark is the final decision maker for approvals', 'category': 'stakeholder_management', 'specificity': 'merchant_specific'}; {'rule': 'Ted (fractional controller) and Molly are designated power users', 'category': 'stakeholder_management', 'specificity': 'merchant_specific'}; {'rule': 'Create a separate revenue schedule for each payment listed in the contract', 'category': 'contract_processing', 'specificity': 'general'}; {'rule': ""Service Start Date should be taken from 'agreement date' field in contract"", 'category': 'contract_processing', 'specificity': 'general'}; {'rule': 'Months of Service equals the length of contract', 'category': 'contract_processing', 'specificity': 'general'}; {'rule': ""Item Name should match the payment name from contract (e.g., 'Phase 1- 1st Payment')"", 'category': 'contract_processing', 'specificity': 'general'}; {'rule': 'Total price should be taken from contract for each phase/payment', 'category': 'contract_processing', 'specificity': 'general'}; {'rule': 'Start Date for revenue schedule should match service start date', 'category': 'contract_processing', 'specificity': 'general'}; {'rule': 'Periods should be set to 1', 'category': 'contract_processing', 'specificity': 'general'}; {'rule': 'Frequency should be set to None', 'category': 'contract_processing', 'specificity': 'general'}; {'rule': 'Net Terms should be extracted from contract next to total price', 'category': 'contract_processing', 'specificity': 'general'}; {'rule': ""Integration Item should be 'SAAS Revenue'"", 'category': 'contract_processing', 'specificity': 'merchant_specific'}; {'rule': 'Ignore any credits and pricing and invoicing in contracts', 'category': 'contract_processing', 'specificity': 'merchant_specific'}; {'rule': 'Default Service Term is 1 Year if none listed', 'category': 'operational_defaults', 'specificity': 'general'}; {'rule': 'Default Net Payment Terms is 30 days', 'category': 'operational_defaults', 'specificity': 'general'}; {'rule': 'Default Billing Frequency should refer to contract', 'category': 'operational_defaults', 'specificity': 'general'}; {'rule': 'No taxes should be included as line items', 'category': 'tax_handling', 'specificity': 'merchant_specific'}","{'exception': 'Some contracts may have milestone payments (previous contracts) while moving towards pure SaaS solution', 'condition': 'Contract type variation', 'impact': 'Different processing approach may be needed for legacy contracts'}; {'exception': 'Some annual payments are upfront but depends on the client', 'condition': 'Client-specific payment arrangements', 'impact': 'Payment timing varies by client agreement'}; {'exception': 'Varying payment terms across different contracts', 'condition': 'Contract-specific terms', 'impact': 'Must extract terms from each individual contract'}; {'exception': 'Specific processing requests that may differ by contract (e.g., back-dating invoice date to final day of month)', 'condition': 'Contract-specific processing requirements', 'impact': 'Custom processing logic may be required per contract'}; {'exception': 'Two different contract formats requiring different processing steps (milestone-based vs payment schedule-based)', 'condition': 'Contract format variation', 'impact': 'Different workflows based on contract structure'}","{'element': 'Key stakeholders: Mark (CEO/decision maker), Ted (fractional controller), Molly (billing manager)', 'type': 'personnel', 'customization_needed': True}; {'element': 'Product features prioritized: Contract ingest, collections kanban, cash application, dunning emails, revenue reporting', 'type': 'feature_requirements', 'customization_needed': True}; {'element': 'Billing model transition: Moving from milestone payments to pure SaaS solution', 'type': 'business_model', 'customization_needed': True}; {'element': ""Integration Item designation: 'SAAS Revenue'"", 'type': 'system_configuration', 'customization_needed': True}; {'element': ""Contract processing references: Screenshot examples and LOOM video recordings for specific contract types (e.g., 'garage contract')"", 'type': 'training_materials', 'customization_needed': True}; {'element': 'Instruction to ignore credits and pricing specifics in contracts', 'type': 'processing_rule', 'customization_needed': True}; {'element': 'No tax handling required', 'type': 'tax_configuration', 'customization_needed': True}; {'element': 'Contract-specific back-dating requirements for invoice dates', 'type': 'processing_customization', 'customization_needed': True}",0.85
Arcee AI - Merchant Info Sheet(1)_chunk_2,Arcee AI - Merchant Info Sheet(1),Item Categorization and Labeling Rules; Team Notification and Communication Protocols; Merchant Processing Workflow and Phases; Customer Success Management; System Integration and Feature Requests,"{'rule': ""All Statsig integration items must be labeled as 'Sales'"", 'type': 'categorization', 'explicit': True}; {'rule': ""All Pinata integration items should be labeled as 'Software Subscription Bundle' unless modified by Merchant Post Processing Communications"", 'type': 'categorization', 'explicit': True}; {'rule': 'Customer Success (specifically Azmat Aziz) must be notified when contracts are processed during Active merchant phase', 'type': 'notification', 'explicit': True}; {'rule': 'Notifications should be sent in the Messari internal merchant channel', 'type': 'communication_channel', 'explicit': True}; {'rule': 'Ops Team must determine if notification is needed upon completion of processing batches during Implementation or Active phase', 'type': 'workflow', 'explicit': True}","{'exception': 'Pinata integration labeling can be overridden by Merchant Post Processing Communications', 'condition': 'When specifically noted by Merchant Post Processing Communications', 'applies_to': 'Software Subscription Bundle categorization'}","{'element': 'Statsig integrations', 'category': 'vendor/integration', 'customizable': True}; {'element': 'Pinata integrations', 'category': 'vendor/integration', 'customizable': True}; {'element': 'Customer Success contact (Azmat Aziz)', 'category': 'personnel', 'customizable': True}; {'element': 'Messari internal merchant channel', 'category': 'communication_channel', 'customizable': True}; {'element': 'Merchant phases (Implementation, Active)', 'category': 'workflow_stages', 'customizable': False}; {'element': 'Hubspot integration feature request', 'category': 'integration_request', 'customizable': True, 'note': 'Request to push payment info and past due balances back to Tabs'}",0.85
Merchant Info Sheet - J2 Health_chunk_1,Merchant Info Sheet - J2 Health,Invoice formatting and standardization requirements; Billing terms and contract management; Software integration and automation workflows; Customer-specific billing exceptions and relationships; Event processing and special billing scenarios,"Invoices must have clear line items for all charges (including setup, adequacy, and marketability); Item names must match previous invoices for consistency; J2 software must be used as the integration item across all BTs (billing transactions); No usage BTs are required for this merchant; Default billing frequency is Monthly; Default contract term is 3 years; Previously sent invoices must be checked to determine remaining years for amendments; Slack bot notification must be sent for the first invoice after contract processing is complete; If customer has already churned, mark as processed with no BTs and attach the list","Payment Terms section language about 'Customer shall remit [Frequency] usage charge to the Vendor' refers only to billing cadence, not actual usage-based billing; Certain invoices require special memos due to merchant-customer relationships; Invoice changes may be needed based on specific merchant-customer relationship dynamics; Events processing is conditional (marked as 'if necessary'); Default Net terms need verification with Azmat; Default Customer Info needs verification with Azmat",Customer Information section indicates merchant has specific customer requirements; Special memos for certain invoices based on merchant-customer relationships; Event processing requirements vary by merchant; Feature requests (FR 1) suggest ongoing merchant-specific customization needs; Rewatch calls by specific dates indicates merchant-specific review processes; The note to 'Check with Azmat' for certain defaults suggests merchant-specific configuration,0.72
Merchant Info Sheet - J2 Health_chunk_0,Merchant Info Sheet - J2 Health,Prorated Billing and Mid-Period Contract Handling; Tiered State-Based Pricing Models; Multi-Year Contract Escalators and Revenue Scheduling; Complex Billing Term Calculations and Invoice Timing; Contract Processing Workflow and Stakeholder Communication,"{'rule_id': 'R1', 'description': 'All customers are billed on the 1st of every month', 'category': 'billing_timing'}; {'rule_id': 'R2', 'description': 'First and last months are prorated when contract is signed mid-month', 'category': 'proration'}; {'rule_id': 'R3', 'description': 'First bill accounts for partial first month plus full next month (e.g., July 15 contract → August 1 bill covers July 15-August 31)', 'category': 'proration'}; {'rule_id': 'R4', 'description': 'Last bill is prorated to account for remainder of annual cost', 'category': 'proration'}; {'rule_id': 'R5', 'description': 'Tiered pricing model based on number of states customer includes', 'category': 'pricing'}; {'rule_id': 'R6', 'description': 'Expansion States pricing has conditional logic: if (X+Y) ≤ 10 then $0, else $16,537 × Z', 'category': 'pricing'}; {'rule_id': 'R7', 'description': 'Expansion States calculation must be documented in feedback column and sent to merchant (Azmat)', 'category': 'process'}; {'rule_id': 'R8', 'description': 'Multi-year contracts require separate revenue schedule for each year', 'category': 'revenue_recognition'}; {'rule_id': 'R9', 'description': ""Escalator pricing calculated based on previous year's amount (e.g., 5% escalator: Year 2 = Year 1 × 1.05)"", 'category': 'pricing'}; {'rule_id': 'R10', 'description': 'Annual figures are prorated across 12 monthly invoices', 'category': 'billing_frequency'}; {'rule_id': 'R11', 'description': 'Merchant (J2) provides prorated state quantities for first and last months', 'category': 'data_input'}; {'rule_id': 'R12', 'description': 'Mid-period contracts follow specific billing term structure: Term 1 covers partial first month, Terms 2-12 cover full months, Term 13 covers partial last month', 'category': 'billing_terms'}; {'rule_id': 'R13', 'description': 'Contracts with multiple line items or complex schedules must be broken down into detailed billing terms', 'category': 'contract_processing'}","{'exception_id': 'E1', 'description': 'Expansion States pricing conditional: $0 if total states (X+Y) ≤ 10, otherwise standard rate applies', 'trigger_condition': 'X + Y ≤ 10'}; {'exception_id': 'E2', 'description': 'First invoice after mid-month contract start covers both partial first month and full second month', 'trigger_condition': 'Contract signed mid-month'}; {'exception_id': 'E3', 'description': 'Last invoice prorated at half for annual contracts to account for remainder', 'trigger_condition': 'Final billing period of annual term'}; {'exception_id': 'E4', 'description': 'Multi-year contracts require year-over-year escalator calculations with separate schedules', 'trigger_condition': 'Contract term > 1 year'}","{'element': 'Billing date', 'value': '1st of every month', 'customizable': True}; {'element': 'State-based tiered pricing', 'value': 'PY States (X × $19,982), Additional States (Y × $22,050), Expansion States (conditional Z × $16,537)', 'customizable': True}; {'element': 'Expansion States threshold', 'value': '10 states', 'customizable': True}; {'element': 'Primary contacts', 'value': 'Ananth Raghavan (Operations), Ava Woychuk-Mlinac (GTM, Senior)', 'customizable': True}; {'element': 'Prorated state quantity source', 'value': 'J2 provides quantities for first/last months', 'customizable': True}; {'element': 'Feedback recipient', 'value': 'Azmat sends calculations to merchant', 'customizable': True}; {'element': 'Business type', 'value': 'Healthcare provider networks activation software', 'customizable': False}; {'element': 'Portfolio status', 'value': 'Primary VC portfolio company', 'customizable': False}; {'element': 'Complexity note', 'value': 'Seemingly lots of nuances', 'customizable': False}",0.92
Merchant Info Sheet - Numeric_chunk_0,Merchant Info Sheet - Numeric,Project Timeline and Milestones; Stakeholder Identification and Roles; Merchant Business Model and Operations; Implementation Goals and Objectives; Pain Points and Solution Requirements,"Project must progress through defined stages: Demo → Scoping → MSA Signature → Onboarding Kick Off → Go Live; Implementation POC must be assigned for each merchant engagement; GTM POC should be identified (though may be empty in some cases); ERP system must be documented for integration purposes; Tax Integration requirements must be captured; Key stakeholders at merchant must be identified with their roles; Company summary must include business model description and recent funding information; Goals section must capture: merchant's objectives, pain points being solved, and reasons for purchase; Account Executive (AE) is responsible for filling company summary; AE and Implementation team jointly responsible for documenting goals; Opt Out Date must be tracked (can be 'none' if not applicable)","Opt Out Date is conditional - marked as 'none' when not applicable; GTM POC field can be left empty if not assigned; Tax Integration field can be empty if not required; Custom solutions may be needed for enterprises versus standard tiers for small/growing businesses; Pricing models may vary (seat-based, transaction-based, usage-based, tiered, prepaid commitments)","ERP system type (Xero in this case, but varies by merchant); Key personnel names and titles (Eli Geschwind, Ben Sheridan, Parker Gilbert, Chris); Specific business operations (AI-powered accounting automation for Numeric); Pricing model structure (transitioning from seat-based to flexible pricing); Specific pain points (manual spreadsheet processes, inflexible tools like Stripe and Xero); Revenue metrics tracked (CARR, renewals, revenue growth); Funding details (Series A, investors, amount raised); Implementation POC assignment (Daniela Araya Molina); Specific features needed (revenue recognition, invoicing, renewals tracking, tiered pricing, overages); Integration requirements with existing tools (Stripe, Xero)",0.92
Merchant Info Sheet - Numeric_chunk_1,Merchant Info Sheet - Numeric,Contract Processing and Implementation; Billing Configuration and Fee Structure; Data Collection and Merchant Onboarding Requirements; Pricing Models and Revenue Tracking; System Integration and Automation Challenges,"Implementation fees must be processed as separate line items, with discounts as negative line items; Service start date must match contract start date for implementation fees; Months of service must equal contract length; Integration item field must be set to NONE; Quantity for implementation fees must always be 1; Periods for implementation fees must be 1; Frequency defaults to 1 year for implementation fees; Item description must include the complete description from contract; For recurring fees billed monthly: set periods to 12 and frequency to 1 month; For recurring fees billed quarterly: set periods to 4 and frequency to 3 months; Total price for recurring fees must be divided according to invoice cadence; Quantity listed in contract must always be included; Net terms must be extracted from payment terms section of contract; Billing address must be filled out on merchant app; Sales representative information must be included with name and image; Billing type must be set to Flat; Item name should be bolded when available; Description must be copied and verified for errors",Invoice schedules often vary from contract to contract and require individual attention; Numeric has varying contract details despite standard order forms; Discount processing requires two line items: one positive (full price) and one negative (discount amount); Usage-based billing is being introduced as a new pricing model component; Transaction-based billing and overages are planned additions to existing per-seat model; Customer creation process may have unique aspects per merchant; Contract-specific processing requirements may differ by individual contract,"Numeric serves approximately 300 customers with mid-to-high five-figure contracts; Contracts are charged per seat with plans for transaction-based billing; Usage data will be pulled from Retool system; Current usage is relatively simple (e.g., 1 NetSuite client and 5 QuickBooks Online clients); Opt-out clause existence and conditions need to be identified per merchant; Billing model details to be filled by Account Executive and Implementation team; Customer creation process may have unique merchant-specific requirements; Contract breakup structure varies by merchant; One-off merchant-specific details need to be documented; Sales representative assignment varies by merchant; Payment terms location in contract (referenced in screenshots); Specific fields and data points referenced in screenshots (not visible in text)",0.75
Merchant Info Sheet - Numeric_chunk_3,Merchant Info Sheet - Numeric,Stakeholder Relationship Management; Decision-Making Hierarchy and Roles; Product Feature Prioritization; Pricing Model Flexibility Requirements; Champion vs Decision-Maker Dynamics,"{'rule': 'Identify and maintain relationship with the champion (primary working contact)', 'type': 'explicit', 'context': 'Eli identified as champion and primary working relationship'}; {'rule': 'Distinguish between champion and contract signer/decision maker', 'type': 'explicit', 'context': 'Parker signed contract but not otherwise involved, while Eli is the champion'}; {'rule': ""Prioritize features based on 'Need' vs 'Nice-to-Have' classification"", 'type': 'explicit', 'context': 'System requirements categorized into critical needs and additional capabilities'}; {'rule': 'Core product requirement: Support granular and flexible pricing models with emphasis on usage-based pricing', 'type': 'explicit', 'context': 'Primary need identified for pricing model flexibility'}; {'rule': 'Secondary features should include advanced reporting and forecasting capabilities', 'type': 'explicit', 'context': 'Listed as nice-to-have features'}","{'exception': 'Contract signer may not be actively involved post-signature', 'condition': 'When champion and decision-maker are different individuals', 'example': 'Parker signed but not otherwise involved'}; {'exception': 'Champion may not have final contract authority', 'condition': 'In organizations with separated operational and executive roles'}","{'element': 'Champion name (Eli)', 'customization_needed': 'Replace with actual champion name per merchant'}; {'element': 'Decision-maker name (Parker)', 'customization_needed': 'Replace with actual contract signer/decision-maker per merchant'}; {'element': 'Specific pricing model requirements (usage-based)', 'customization_needed': 'Pricing model needs will vary by merchant business model'}; {'element': 'Feature prioritization (reporting and forecasting)', 'customization_needed': 'Nice-to-have features will differ based on merchant maturity and needs'}; {'element': 'Organizational structure (champion vs signer separation)', 'customization_needed': 'Role separation varies by merchant size and organizational structure'}",0.85
Merchant Info Sheet - Numeric_chunk_2,Merchant Info Sheet - Numeric,Default operational parameters and fallback values; Invoice and billing configuration standards; Integration and labeling protocols; Post-processing communication workflows; Merchant-specific billing characteristics and customer information,"{'rule': 'Invoice dates must be back-dated to the final day of the month', 'category': 'Invoice Processing', 'explicit': True}; {'rule': 'Default Service Term is 1 Year when none is listed', 'category': 'Service Configuration', 'explicit': True}; {'rule': 'Default Net Payment Terms is 0 when none is specified', 'category': 'Payment Terms', 'explicit': True}; {'rule': 'Default Billing Frequency is Monthly when none is listed', 'category': 'Billing Configuration', 'explicit': True}; {'rule': 'Every tax line item becomes a BT (Billable Tax) by default', 'category': 'Tax Processing', 'explicit': True}; {'rule': ""All Statsig integration items should be labeled as 'Sales'"", 'category': 'Integration Labeling', 'explicit': True}; {'rule': ""All Pinata integration items should be labeled as 'Software Subscription Bundle' unless otherwise noted"", 'category': 'Integration Labeling', 'explicit': True}; {'rule': 'Ops Team must notify designated team members upon completion of processing batches', 'category': 'Communication Protocol', 'explicit': True}; {'rule': 'International Team should ignore Notes Sections marked for AE/Implementation', 'category': 'Team Responsibilities', 'explicit': True}","{'exception': 'Pinata integration items can have different labels if specifically noted by merchant', 'condition': 'When merchant provides alternative labeling instructions'}; {'exception': 'Default values only apply when no specific value is listed in merchant documentation', 'condition': 'Absence of merchant-specified values'}; {'exception': 'Special memos may be required for certain invoices based on merchant-customer relationships', 'condition': 'Specific customer relationships requiring special handling'}","{'element': 'Customer Success contact person (Azmat Aziz)', 'customizable': True, 'type': 'Contact Information'}; {'element': 'Merchant internal channel for notifications', 'customizable': True, 'type': 'Communication Channel'}; {'element': 'Notification timing based on merchant phase (Implementation vs Active)', 'customizable': True, 'type': 'Workflow Trigger'}; {'element': 'Integration item labeling rules (Statsig, Pinata examples)', 'customizable': True, 'type': 'Integration Configuration'}; {'element': 'Billing characteristics (80% annual invoices, mid-to-high five-figure contracts, seat-based pricing)', 'customizable': True, 'type': 'Billing Profile'}; {'element': 'Payment method preferences (mostly ACH with some credit card)', 'customizable': True, 'type': 'Payment Configuration'}; {'element': 'ERP system integration (Xero users)', 'customizable': True, 'type': 'System Integration'}; {'element': 'Usage-based pricing model requirements', 'customizable': True, 'type': 'Pricing Model'}; {'element': 'Special invoice memos based on customer relationships', 'customizable': True, 'type': 'Customer-Specific Requirements'}",0.92
MIS_Fynn_chunk_0,MIS_Fynn,Contract Data Extraction and Mapping; Billing Configuration and Revenue Categorization; Service Date Calculation and Timeline Management; Implementation and Post-Go-Live Processing; Merchant-Specific Customization Requirements,"{'rule': ""Service Start Date must be derived from the 'Effective Date' in the agreement, or contract signature date if Effective Date is absent"", 'category': 'Date Calculation'}; {'rule': 'Months of Service must be extracted from the Contract Term field', 'category': 'Contract Terms'}; {'rule': 'Item Name must be listed under Product field', 'category': 'Product Mapping'}; {'rule': 'Item Description field should be left blank', 'category': 'Product Mapping'}; {'rule': 'Fynn seats must be mapped to Fynn QBO Item in Integration Item', 'category': 'Integration Mapping'}; {'rule': 'Implementation Fees must be mapped to Fynn Implementation Revenue Category', 'category': 'Revenue Categorization'}; {'rule': 'Fynn seats must be mapped to Usage Revenue Category', 'category': 'Revenue Categorization'}; {'rule': 'Implementation Fees must be mapped to Service Revenue Category', 'category': 'Revenue Categorization'}; {'rule': 'Billing Type should be set as Flat and Unit', 'category': 'Billing Configuration'}; {'rule': 'Total Price must reference the Net Total column from contract', 'category': 'Pricing'}; {'rule': 'A separate unit BT (Billing Type) must be created for the Fynn List Price', 'category': 'Billing Configuration'}; {'rule': 'Quantity must be extracted from the Quantity column', 'category': 'Pricing'}; {'rule': 'Start Date for Fynn flat fee and unit fee requires adding 2 months to the Effective Date', 'category': 'Date Calculation'}; {'rule': 'Implementation one-time fees start on the effective date (no 2-month addition)', 'category': 'Date Calculation'}; {'rule': 'Periods must reference the months of service', 'category': 'Billing Configuration'}; {'rule': 'Frequency is usually monthly billing cycle, but must be verified in paragraph under pricing table', 'category': 'Billing Configuration'}; {'rule': 'Net Terms must be extracted from Payment Terms field', 'category': 'Payment Terms'}","{'exception': 'If Effective Date is not present in agreement, use contract signature date as fallback', 'condition': 'Missing Effective Date'}; {'exception': 'Implementation one-time fees have different start date calculation (no 2-month addition) compared to recurring fees', 'condition': 'Fee Type: One-time vs Recurring'}; {'exception': 'Billing frequency should be verified in contract paragraph rather than assumed to be monthly', 'condition': 'Non-standard billing cycles'}; {'exception': 'Merchant may have specific processing requests that differ by contract', 'condition': 'Contract-specific variations'}","{'element': 'Fynn Implementation POC and CX POC', 'description': 'Merchant-specific point of contact information to be filled by implementation team', 'customization_required': True}; {'element': 'Billing model section', 'description': 'Unique customer creation process and billing methodology specific to merchant', 'customization_required': True}; {'element': 'Contract structure', 'description': ""How the merchant's contract is broken up and organized"", 'customization_required': True}; {'element': 'One-off merchant characteristics', 'description': ""Unique aspects specific to this merchant's operations"", 'customization_required': True}; {'element': 'Items to ignore in contracts', 'description': 'Merchant-specific exclusions during contract processing', 'customization_required': True}; {'element': 'Contract-specific processing variations', 'description': 'Specific processing requests that may differ by individual contract', 'customization_required': True}; {'element': 'Fynn-specific product mappings', 'description': 'Fynn QBO Item, Fynn seats, and Fynn-specific revenue categories', 'customization_required': False, 'note': 'Specific to Fynn merchant'}",0.85
