rule_id,general_rule,frequency,confidence,source_documents
rule_1061,Discounts should be captured in line unless listed as separate line item,6,0.8449999999999999,Merchant Info Sheet - Satisfi Labs; Merchant Info Sheet - Nift; Instil MIS; Instil MIS(1); Pirros MIS_; Valence MIS
rule_1064,Net Terms should use explicitly stated terms in Payment Terms section,4,0.8425,Pirros MIS_; StrongArm MIS (real one); OLD MIS; Ivo- Merchant Info Sheet_
rule_1065,Tiered unit pricing model is applied based on usage,5,0.8039999999999999,Copy of Dosespot - Merchant Info Sheet_; Arist MIS(1); Pirros MIS_; Regard - Merchant Info Sheet_(1); Dosespot - Merchant Info Sheet_
rule_1067,Revenue recognition uses 2 SKUs with different schedules per SKU,2,0.735,Pirros MIS_;  Merchant Info Sheet - Inspiren
rule_1069,Invoice volume expectation: approximately 20 invoices per month,5,0.858, Merchant Info Sheet - APIsec; Loanbeam Merchant Info Sheet; Merchant Info Sheet - Raina Music; MIS for Darkroom Studios; Pirros MIS_
rule_1072,"SOC Type 1 compliance required by September 1, 2024",10,0.913,Merchant Info Sheet_ Posh Technologies; Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1073,"Opt-out clause exercisable if SOC Type 2 not compliant by January 1, 2025",2,0.92,Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1074,SOC 2 Type 2 certification must be obtained by end of 2024 for chief compliance officer sign-off,2,0.885,Merchant Info Sheet_ Posh Technologies; Merchant Info Sheet_ Respondology(1)
rule_1075,"When PO is submitted with identical billing terms to an order form, add PO number to invoice and mark PO as processed without creating new billing terms",2,0.85,Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1076,"If billing frequency is monthly, totals outlined in contract are monthly totals",6,0.8566666666666666,Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1); Beansquad - MIS; Regard - Merchant Info Sheet_(1); MIS_ Bland; [EXTERNAL USE] Pragma MIS
rule_1077,MSA and Order forms may be separate documents and should be processed accordingly,2,0.85,Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1078,"If new recurring costs are added while current term is active, add new costs to existing ones",2,0.85,Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1079,Cost bump-ups in products are treated as new contracts,2,0.85,Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1081,"If contract specifies 2 installments without billing schedule, default first installment to start date and subsequent installments 6 months later",2,0.85,Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1082,Sub-customers requiring separate billing must be outlined in contracts,2,0.85,Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1083,"Download and re-upload contract to merchant app for multiple billable entities (if 3 entities, upload twice)",2,0.85,Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1084,Customer name is identified at top of contract in 'Client Name' field,3,0.85,Merchant Info Sheet - Airops_; Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1085,Sub-customers are outlined in Campaign Details section with BT assignments,2,0.85,Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1086,"For Tottenham Hotspur Football & Athletic Co LTD contracts, use full correct name, NOT the deleted version",2,0.85,Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1087,Ignore second paragraph descriptions below first line of title/short description,2,0.85,Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1088,Ignore specific contract boxes when marked to be ignored,2,0.85,Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1089,"For Media Spend Percentage (Basis customer): use only first tier percentage, not second tier",2,0.85,Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1090,For tiered usage models: database flag must be enabled by eng team to allow direct tier entry instead of graduation,2,0.85,Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1092,Monthly subscription model is the standard default setting,4,0.8175,Merchant Info Sheet - Keen(1); Rewst Merchant Info Sheet_; Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1093,Monthly subscription applies to all Post Processing Communications when necessary,3,0.7399999999999999,Merchant Info Sheet - OpenClinica; Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1094,No operations team notification is required for batch processing completion during Implementation or Active phases,5,0.75,LuxSci MIS(1); Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1); Merchant Info Sheet - David Energy; Regard - Merchant Info Sheet_(1)
rule_1095,No specific team members need to be notified about processing completion,2,0.8,Medicom Merchant Info Sheet_; Merchant Info Sheet_ Respondology(1)
rule_1096,No special customer information requirements are documented for this merchant,3,0.7833333333333333,Merchant Info Sheet - Rob Snyder; Merchant Info Sheet_ Respondology; Merchant Info Sheet_ Respondology(1)
rule_1097,Service start date must be listed on contract (see red text example),4,0.8574999999999999,MIS - Primary Management(1); Medicom Merchant Info Sheet_
rule_1098,Integration item: Use QBO Integration Item & Class sheet to determine mapping,3,0.85,Medicom Merchant Info Sheet_; Medicom Merchant Info Sheet_(1)
rule_1099,Total price: Use TOI escalation Google sheet to calculate and verify each line item matches,5,0.85,Astra MIS; Medicom Merchant Info Sheet_; Medicom Merchant Info Sheet_(1)
rule_1100,"Start Date: Refer to Payment Schedule, create different billing term for each payment schedule",2,0.85,Medicom Merchant Info Sheet_; Medicom Merchant Info Sheet_(1)
rule_1101,Periods: 1 if processing just 1 year per line item,2,0.85,Medicom Merchant Info Sheet_; Medicom Merchant Info Sheet_(1)
rule_1102,Frequency: Yearly if processing yearly contract (read contract for billing frequency),2,0.85,Medicom Merchant Info Sheet_; Medicom Merchant Info Sheet_(1)
rule_1103,1 product in Tabs should agree to 1 contract (1:1 ratio),2,0.85,Medicom Merchant Info Sheet_; Medicom Merchant Info Sheet_(1)
rule_1104,Discount sits on product itself,2,0.85,Medicom Merchant Info Sheet_; Medicom Merchant Info Sheet_(1)
rule_1105,Implementation should always have a 30 month revenue schedule,2,0.85,Medicom Merchant Info Sheet_; Medicom Merchant Info Sheet_(1)
rule_1106,Use Riverside Healthcare customer as example for product and discount processing,3,0.85,Medicom Merchant Info Sheet_; Medicom Merchant Info Sheet_(1)
rule_1108,Cross reference with appropriate QBO product item,2,0.85,Medicom Merchant Info Sheet_; Medicom Merchant Info Sheet_(1)
rule_1109,Waived charges should be ignored in contracts,13,0.8538461538461538,Snapdocs MIS; MIS_ GoodShip; [Draft] Summer Discovery MIS; MIS_ GoodShip(1); Merchant Info Sheet - Welcome Home Software; Merchant Info Sheet - Rox; TIFIN AG_ WEALTHTECH_ MAGNIFI_ Axis  MIS; Merchant Info Sheet - Rox(1); Medicom Merchant Info Sheet_; Copy of TIFIN AG MIS; Medicom Merchant Info Sheet_(1)
rule_1110,DO NOT CHANGE THE CUSTOMER IF IT MENTIONS 'Uploaded on customer page',3,0.8733333333333334,FIF MIS(1); Medicom Merchant Info Sheet_; Medicom Merchant Info Sheet_(1)
rule_1111,Parallel billing tracks must be run before Chargebee renewal transition,2,0.85,Medicom Merchant Info Sheet_; Medicom Merchant Info Sheet_(1)
rule_1112,"Multiple POCs must be identified across key functional areas: GTM, Implementation, Billing, Account Receivable, Renewals and Ops",2,0.85,Copy of Merchant Info Sheet_ Cognition AI; Medicom Merchant Info Sheet_
rule_1113,Most integration items should be mapped to -DR or DevRev in product name in QBO,2,0.85,Medicom Merchant Info Sheet_; Medicom Merchant Info Sheet_(1)
rule_1114,All Implementation Services should be mapped to ID66,4,0.8999999999999999,Merchant Info Sheet - Inspiren; Medicom Merchant Info Sheet_; Merchant Info Sheet - Inspiren (OLD - IGNORE); Medicom Merchant Info Sheet_(1)
rule_1116,Implementation Success must document customer-specific information including special memos and invoice requirements,4,0.885,Duplicate MIS; Copy of [MAKE A COPY DO NOT EDIT] Merchant Info Sheet - Template; Medicom Merchant Info Sheet_; Medicom Merchant Info Sheet_(1)
rule_1117,"Feature requests must include: description (What is it), justification (Why it's important), and Urgency level",5,0.8039999999999999,Duplicate MIS; Merchant Info Sheet - Sprinto; Lakera MIS_; MIS Search Engine Template; Medicom Merchant Info Sheet_
rule_1118,Go-live date should be scheduled after onboarding kick-off (approximately 5 weeks in this case),2,0.92,Merchant Info Sheet - Proton; Merchant Info Sheet - MidwayPlus(1)
rule_1119,Current pain points and reasons for purchasing must be clearly articulated,2,0.885,Merchant Info Sheet - MidwayPlus(1); Merchant Info Sheet - Five Sigma Labs
rule_1120,All customers must exist in QBO - no customer creation needed,3,0.83,Merchant Info Sheet - MidwayPlus; Merchant Info Sheet - MidwayPlus(1); Merchant Info Sheet - Satisfi Labs
rule_1121,Services Start Date equals Invoice Start Date found in 'Date:' field in top right corner of contract,2,0.7849999999999999,Merchant Info Sheet - MidwayPlus; Merchant Info Sheet - MidwayPlus(1)
rule_1122,Default Service Term: Found in 'Service Term' at bottom of contract,3,0.8066666666666666,Merchant Info Sheet - MidwayPlus; LiveLike MIS(1); Merchant Info Sheet - MidwayPlus(1)
rule_1123,Default Billing Frequency: Found in 'Unit of Measure' in contract,2,0.7849999999999999,Merchant Info Sheet - MidwayPlus; Merchant Info Sheet - MidwayPlus(1)
rule_1124,Merchant bills manually today (current state),2,0.7849999999999999,Merchant Info Sheet - MidwayPlus; Merchant Info Sheet - MidwayPlus(1)
rule_1128,"If contract specifies billing at beginning of month, use the first of the effective date month; otherwise use the effective date",2,0.885,MIS_ Coram AI; Merchant Info Sheet - Raina Music
rule_1129,"Use 0 months for one-time fees (e.g., Initial Programming Fees, Hardware Costs)",2,0.8,MIS_ Voxie; Merchant Info Sheet - Raina Music
rule_1130,"For monthly subscriptions, calculate total price as monthly fee × number of zones if applicable",2,0.85,MIS_ Engaged MD; Merchant Info Sheet - Raina Music
rule_1136,"Multiple payment terms must be supported (Net 30, Net 60, varying schedules)",2,0.92,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Raina Music
rule_1139,Contract ingestion should use AI automation to create error-free invoices from DocuSign contracts,2,0.92, Onebrief Merchant Info Sheet; Merchant Info Sheet - Raina Music
rule_1143,CEO serves as the Executive Buyer (EB) role,2,0.835,Tenant -- Merchant Info Sheet; Merchant Info Sheet - Raina Music
rule_1146,Send invoices through Stripe,3,0.8733333333333334,Merchant Info Sheet_ Proof(1); Merchant Info Sheet_ Proof; Merchant Info Sheet - Raina Music
rule_1148,Each entity listed in Exhibit C must be treated as its own product service line,2,0.885,Tabs x Responsive _ MIS; Hanover Merchant Info Sheet - Template
rule_1149,Create one BT per entity per service year,2,0.885,Hanover Merchant Info Sheet - Template; Valence MIS
rule_1151,"For opt-in BTs with multiple options, create separate BT for each option",3,0.8733333333333334,Merchant Info Sheet - Pragma; [EXTERNAL USE] Pragma MIS; Hanover Merchant Info Sheet - Template
rule_1154,Service start date: Contracts should be billed and revenue recognized at the beginning of the next quarter after signing,2,0.85,Hanover Merchant Info Sheet - Template
rule_1161,Usage overage items should be ignored for these agreements,2,0.85,Hanover Merchant Info Sheet - Template; Summer Discovery - MIS
rule_1163,Manual control required over first-invoice timing tied to activation/go-live,2,0.85,Hanover Merchant Info Sheet - Template
rule_1170,"{'rule_id': 'R5', 'description': 'Ignore tax language when processing documents', 'category': 'Exclusions'}",2,0.85,Hanover Merchant Info Sheet - Template
rule_1174,Preferred payment methods are ACH and wires,2,0.835,Merchant Info Sheet - Corvus Robotics; Hanover Merchant Info Sheet - Template
rule_1176,Term length must be extracted from section 1 of contract,23,0.8665217391304351,Copy of Dosespot - Merchant Info Sheet_; Hockeystack MIS; Loanbeam Merchant Info Sheet; Dosespot - Merchant Info Sheet_; Merchant Info Sheet - Hubble(1); TIFIN @ Work MIS; TIFIN @ Work MIS(1); LiveLike MIS(1); MIS - Primary Management; Hanover Merchant Info Sheet - Template; MIS_ Coram AI; Merchant Info Sheet - Econolite; Tabs MIS for Keen Decision Systems; Merchant Info Sheet - Hubble;  Merchant Info Sheet - Motivity; MIS - Primary Management(1); MIS_ GoodShip(1); Arcee AI - Merchant Info Sheet
rule_1179,System must handle complex bespoke (custom) deal structures,2,0.85,Merchant Info Sheet - Enzy; Hanover Merchant Info Sheet - Template
rule_1185,Extract payment rules from the first page of Purchase Agreement,2,0.85,Merchant Info Sheet - Geokey
rule_1190,"Before processing SO-X files, check garage to see if an identical SO has been uploaded and processed previously",2,0.92,Merchant Info Sheet - Geokey
rule_1191,"When creating a customer, must add the address",2,0.92,Merchant Info Sheet - Geokey; Merchant Info Sheet - Cyberhaven
rule_1196,First half of invoice goes out on signature date,3,0.8866666666666667,Multimodal Merchant Info Sheet_; Merchant Info Sheet - Geokey
rule_1199,Service Start Date equals Billing Start Date for each line item,3,0.8733333333333334,[Draft] Summer Discovery MIS; Merchant Info Sheet - Geokey; Summer Discovery - MIS
rule_1205,"{'rule_id': 'R1', 'category': 'Service Start Date', 'description': 'Primary source: Use the Order Form Effective Date', 'priority': 1}",4,0.8574999999999999,Enigma _ Tabs_ MIS; Merchant Info Sheet - Proton(1)
rule_1206,"{'rule_id': 'R6', 'category': 'Item Configuration', 'description': ""Item Name should be the primary product or solution (e.g., 'Enigma Platform Package')"", 'priority': 1}",3,0.8166666666666668,Enigma _ Tabs_ MIS; Valence MIS
rule_1207,"{'rule_id': 'R8', 'category': 'Item Configuration', 'description': 'Quantity defaults to 1 unless otherwise specified', 'priority': 1}",4,0.85,Enigma _ Tabs_ MIS
rule_1210,Cash application (cash app) must be automated,6,0.8399999999999999,Ivo- Merchant Info Sheet_; DSN Merchant Info Sheet_; MIS_ Anrok; Enigma _ Tabs_ MIS; Elephant Energy MIS;  Merchant Info Sheet - Motivity
rule_1213,Contracts with Sent/Paid invoices cannot have their billing terms changed,7,0.8371428571428571,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Fat Earth; Wild Fruit- MIS(1); MIS_ Niche; Merchant Info Sheet - Red Antler; Wild Fruit- MIS; Merchant Info Sheet - Fat Earth(1)
rule_1214,"New edits, additions, or requests from merchants must go on an entirely new contract with separate invoice",6,0.8516666666666666,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Fat Earth; Wild Fruit- MIS(1); Merchant Info Sheet - Red Antler; Wild Fruit- MIS; Merchant Info Sheet - Fat Earth(1)
rule_1215,"When a sent invoice exists on the contact in garage, ask US team to duplicate the contract for new billing terms",4,0.885,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Fat Earth(1); Merchant Info Sheet - Red Antler; Merchant Info Sheet - Fat Earth
rule_1216,Billing cadence is based on contract dates,6,0.8966666666666666,Merchant Info Sheet - Red Antler(1); Tabs MIS for Quotapath; Merchant Info Sheet - Fat Earth; Merchant Info Sheet - Red Antler; Merchant Info Sheet - Fat Earth(1)
rule_1217,GL is connected - must search for existing customer in dropdown before creating new,4,0.885,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Fat Earth(1); Merchant Info Sheet - Red Antler; Merchant Info Sheet - Fat Earth
rule_1218,"For duplicate customers with same name, go to customers tab in Garage and use customer ID associated with Red Antler merchant",2,0.92,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Red Antler
rule_1219,"If unsure about customer selection, flag Ops Team Chirag Manyapu",2,0.885,Merchant Info Sheet - Fat Earth(1); Merchant Info Sheet - Red Antler
rule_1221,"Item Name: Use project name from email body; if unavailable, flag to US team",4,0.8525,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Red Antler; Wild Fruit- MIS; Wild Fruit- MIS(1)
rule_1222,Out of Pocket must use 'Pass Through Expense' integration item,4,0.92,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Red Antler
rule_1223,"For project fees, specify 'Invoice X of Y' in item description where X is sequence and Y is total number",2,0.92,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Red Antler
rule_1224,Client Fees must use 'Professional Fees' integration item,5,0.884,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Proton(1); Instil MIS(1); Merchant Info Sheet - Red Antler; Wild Fruit- MIS
rule_1225,Do NOT use 'Client Deposit' - deposit-related items are still 'Professional Fees',2,0.92,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Red Antler
rule_1226,"When dates not available but quarter mentioned (e.g., Q4 2024), use first date of the quarter",2,0.92,Merchant Info Sheet - Red Antler
rule_1228,Product Description: Add 'Product Name' field from email to product description in line item,4,0.8525,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Red Antler; Wild Fruit- MIS; Wild Fruit- MIS(1)
rule_1229,Project naming convention must follow format: 'SOW #X: PROJECT NAME',4,0.8674999999999999,Merchant Info Sheet - Red Antler(1); [EXTERNAL USE] Merchant Info Sheet - CliniContact; Merchant Info Sheet - Red Antler; Merchant Info Sheet - CliniContact
rule_1230,Invoice line items must read 'Agency Fees - [Project Name]' where Project Name matches the contract,2,0.85,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Red Antler
rule_1231,"Project Type ID options: internal=1, client non billable=2, client billable-oop=3, client billable-fee=4",2,0.85,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Red Antler
rule_1232,"Business Type ID options: organic=1 (Typically SOW #2 or greater), new business=2 (Typically SOW #1)",2,0.85,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Red Antler
rule_1233,"Client Stage ID options: pre-launch=1, early=2, growth=3, coop=4, non-billable=5",2,0.85,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Red Antler
rule_1234,Budget Fee must be input as a number with dollar sign removed,2,0.85,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Red Antler
rule_1235,Client Director ID must be obtained via NetSuite Red Antler Client Director IDs,6,0.85,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Red Antler; Merchant Info Sheet - Fat Earth
rule_1236,Project Manager ID should be ignored during project creation,5,0.892,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Red Antler; Copy of Dosespot - Merchant Info Sheet_; Dosespot - Merchant Info Sheet_
rule_1237,Project ID must be mapped to specific contract using super power after creation,2,0.85,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Red Antler
rule_1238,Ops must send slack bot notifications once processed,4,0.85,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Fat Earth(1); Merchant Info Sheet - Red Antler; Merchant Info Sheet - Fat Earth
rule_1240,Use 'Super Power Create Red Antler Project' for project creation,2,0.85,Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Red Antler
rule_1245,Service Start Date Calculation - Early Month,3,0.8733333333333334,SafelyYou MIS; Maximor Merchant Info Sheet
rule_1247,Net Terms Default,4,0.9025,FIF MIS;  Merchant Info Sheet - Inspiren; Merchant Info Sheet - Lawtrades(1); Maximor Merchant Info Sheet
rule_1251,Tax Line Item Handling,3,0.85,Merchant Info Sheet - Xeal; Attention - Merchant Info Sheet; Maximor Merchant Info Sheet
rule_1252,Billing Type for Core Enzy: Flat,3,0.84,Merchant Info Sheet - Enzy; Merchant Info Sheet - Enzy(1); Maximor Merchant Info Sheet
rule_1265,"Item Name must reference the specific service or software being provided (e.g., 'MS Space Tool')",3,0.85,Loanwell Merchant Info Sheet _; Loanbeam Merchant Info Sheet; MIS_ Saltmine + Changing workplace
rule_1266,"Total Price must include all fiscal year pricing, discounts, and additional service fees",2,0.8,Propel MIS; MIS_ Saltmine + Changing workplace
rule_1267,"Quantity must reflect the number of licenses, user seats, or other contractual units",4,0.85,Instil MIS; Merchant Info Sheet - Marvin; Loanwell Merchant Info Sheet _; MIS_ Saltmine + Changing workplace
rule_1268,"Periods must account for renewal terms, modification clauses, and early termination conditions",2,0.85,Loanwell Merchant Info Sheet _; MIS_ Saltmine + Changing workplace
rule_1269,Frequency must identify the invoicing schedule from the contract,7,0.8457142857142855,Loanwell Merchant Info Sheet _; MIS for Milk Moovement; Instil MIS; River Health Merchant Info Sheet; MIS_ Saltmine + Changing workplace; MIS - Primary Management; MIS - Primary Management(1)
rule_1271,Discounts from list price must be tracked and reported for revenue recognition purposes,2,0.8,MIS_ Truepic; MIS_ Saltmine + Changing workplace
rule_1277,Customer names must include institution name followed by researcher name with title,3,0.8066666666666666,[EXTERNAL USE] Merchant Info Sheet - CliniContact; Merchant Info Sheet - CliniContact
rule_1278,"When no institution name is available, use researcher's full name including title in format 'Dr Full Name'",2,0.75,[EXTERNAL USE] Merchant Info Sheet - CliniContact; Merchant Info Sheet - CliniContact
rule_1280,"Professional titles (e.g., 'Dr') must be included in customer names",2,0.75,[EXTERNAL USE] Merchant Info Sheet - CliniContact; Merchant Info Sheet - CliniContact
rule_1281,Check file name for existing customers before creating new customer records,5,0.8779999999999999,FIF MIS; Merchant Info Sheet - Hylaine(1); Merchant Info Sheet - CliniContact; Merchant Info Sheet - Hylaine; [EXTERNAL USE] Merchant Info Sheet - CliniContact
rule_1282,Flag to Ashni Walia if uncertain about correct customer mapping,5,0.892,[EXTERNAL USE] Merchant Info Sheet - CliniContact; Merchant Info Sheet - Coalesce (Current); Merchant Info Sheet - CliniContact
rule_1283,Stop processing and reach out to CX if usage billing terms are encountered,2,0.885,[EXTERNAL USE] Merchant Info Sheet - CliniContact; Merchant Info Sheet - CliniContact
rule_1284,All billing terms to date have been flat fee (expected standard),2,0.885,[EXTERNAL USE] Merchant Info Sheet - CliniContact; Merchant Info Sheet - CliniContact
rule_1285,"Institution Names include Universities, Colleges, or Large Research Organizations",2,0.885,[EXTERNAL USE] Merchant Info Sheet - CliniContact; Merchant Info Sheet - CliniContact
rule_1290,Each item receives its own line item on the invoice,3,0.8966666666666666,[FOR EXTERNAL USE] Merchant Info Sheet - BrewBird; Merchant Info Sheet - BrewBird; Cortex MIS
rule_1294,Only process software license fees,2,0.85,Cortex MIS
rule_1295,Contracts must sync automatically rather than be uploaded individually,3,0.92,Elephant Energy MIS; MIS_ Blumira; Cortex MIS
rule_1301,Integration items default to Deferred Revenue - Subscription IDP for all,2,0.87,Cortex MIS; MIS_ Bland
rule_1302,"Notifications should specify who, where, and when communication occurs",2,0.835,Kat_s [MAKE A COPY DO NOT EDIT] Merchant Info Sheet - Template; Cortex MIS
rule_1305,"Multiple payment methods must be supported: ACH, wire transfer, credit card, and physical checks",2,0.9,Adaptive Merchant Info Sheet; Merchant Info Sheet - Welcome Home Software
rule_1311,Invoice objects in Salesforce must have signed order forms attached,2,0.8999999999999999,Merchant Info Sheet - OpenClinica; Adaptive Merchant Info Sheet
rule_1317,Solution must support parent-child billing relationships for channel partners,2,0.8999999999999999,Adaptive Merchant Info Sheet; MIS_ Bland
rule_1320,"When estimated timelines are embedded in deliverable descriptions (format: 'Approximately X weeks from SOW Effective Date'), use this as the bill date for that deliverable",2,0.835,Merchant Info Sheet - Carbon Direct; Copy of Merchant Info Sheet - Carbon Direct
rule_1321,"If a Payment Due Date schedule exists, use Payment Due Date as invoice date (not as the actual due date)",2,0.835,Merchant Info Sheet - Carbon Direct; Copy of Merchant Info Sheet - Carbon Direct
rule_1322,"When a Project Title is specified, use the project name in the BT milestone title",3,0.84,Merchant Info Sheet - Carbon Direct; Copy of Merchant Info Sheet - Carbon Direct
rule_1323,Do not include the prefix 'Energy_Carbon: Carbon Direct' in milestone titles,2,0.835,Merchant Info Sheet - Carbon Direct; Copy of Merchant Info Sheet - Carbon Direct
rule_1324,"For monthly retainers, create 2 BTs: (1) Retainer Fee (description: First month) billed on effective date as one-off, (2) Retainer Fee recurring starting the following full month on the first",2,0.835,Merchant Info Sheet - Carbon Direct; Copy of Merchant Info Sheet - Carbon Direct
rule_1325,"For PO processing: Customer = Name of Portfolio, Date = Date of invoice (1 occurrence, billing frequency = none), Item title = Credits, Quantity = Number of Credits, Description = Price per credit, Total = Total Purchase Price, and ALWAYS ADD PO# TO INVOICE",2,0.835,Merchant Info Sheet - Carbon Direct; Copy of Merchant Info Sheet - Carbon Direct
rule_1326,"If client name contains any version of 'microsoft', associate contract with QBO customer 'Microsoft (c)'",2,0.835,Merchant Info Sheet - Carbon Direct; Copy of Merchant Info Sheet - Carbon Direct
rule_1327,"For 50/50 contracts (up front and delivered): First 50% BT = 'Services to be performed', Second 50% BT = 'Services already performed'",2,0.835,Merchant Info Sheet - Carbon Direct; Copy of Merchant Info Sheet - Carbon Direct
rule_1328,"When billed upon delivery: Advisory services/Measure analysis = 'Platform services to be performed', Advisory Services = 'Advisory Services'",2,0.835,Merchant Info Sheet - Carbon Direct; Copy of Merchant Info Sheet - Carbon Direct
rule_1329,When contract invoices up front: use 'Services to be performed',2,0.835,Merchant Info Sheet - Carbon Direct; Copy of Merchant Info Sheet - Carbon Direct
rule_1330,"For milestone-based contracts with first payment, first invoice should be on effective date",2,0.9,Merchant Info Sheet - Carbon Direct; Copy of Merchant Info Sheet - Carbon Direct
rule_1331,Second invoice defaults to 6 months after first invoice for two-payment milestone contracts,2,0.9,Merchant Info Sheet - Carbon Direct; Copy of Merchant Info Sheet - Carbon Direct
rule_1332,Two-payment milestones should be created as 2 different sets of BTs (Billing Transactions),2,0.9,Merchant Info Sheet - Carbon Direct; Copy of Merchant Info Sheet - Carbon Direct
rule_1333,"When contracts specify 'earlier of completion or 120 days', use 120 days as default",2,0.9,Merchant Info Sheet - Carbon Direct; Copy of Merchant Info Sheet - Carbon Direct
rule_1334,"When 3 milestones are specified, default first milestone to 3 months after start date, subsequent milestones every month after",2,0.9,Merchant Info Sheet - Carbon Direct; Copy of Merchant Info Sheet - Carbon Direct
rule_1335,Filter Hubspot to 'close won' status to identify new contracts requiring processing,2,0.9,Merchant Info Sheet - Carbon Direct; Copy of Merchant Info Sheet - Carbon Direct
rule_1336,Carbon credit items must match to QBO for inventory drawdown tracking,2,0.9,Merchant Info Sheet - Carbon Direct; Copy of Merchant Info Sheet - Carbon Direct
rule_1349,Use '# of School Buildings' as tier name in tiered BT setup,2,0.82,MIS_ Global Grid 4 Learning
rule_1350,Use parenthetical per school amount as price per tier,3,0.8300000000000001,Merchant Info Sheet - KOLO; MIS_ Voxie; MIS_ Global Grid 4 Learning
rule_1355,Must determine who the buyer decision maker is,8,0.8049999999999999,MIS Revamp [Changes]; Gladly Merchant Info Sheet; Merchant Info Sheet - Hubble(1); Copy of [MAKE A COPY DO NOT EDIT] Merchant Info Sheet - Template; Copy of MIS Revamp [Changes]; Copy of Merchant Info Sheet - OpenClinica;  Merchant Info Sheet - Motivity; Coworks Merchant Info Sheet_
rule_1356,Requires understanding of stakeholder priorities regarding product features,2,0.75,Copy of MIS Revamp [Changes]; Coworks Merchant Info Sheet_
rule_1357,AE and Implementation teams jointly fill billing model information,4,0.9025,MIS Revamp [Changes]; Merchant Info Sheet - Raina; Coworks Merchant Info Sheet_; TIFIN Merchant Info Sheet_
rule_1358,Integration items require specific labeling instructions per merchant configuration,3,0.92,Tabs MIS for Quotapath; Duplicate MIS; Coworks Merchant Info Sheet_
rule_1360,"As of 12/12/2024, any new client should be marked 'bill to merchant'",2,0.85,Merchant Info Sheet - Honor Education(1); Merchant Info Sheet - Honor Education
rule_1361,Base price is charged annually,2,0.85,Merchant Info Sheet - Honor Education(1); Merchant Info Sheet - Honor Education
rule_1362,Overage fees are assessed quarterly,2,0.85,Merchant Info Sheet - Honor Education(1); Merchant Info Sheet - Honor Education
rule_1363,"Additional learner fees are assessed quarterly, starting on June 1",2,0.85,Merchant Info Sheet - Honor Education(1); Merchant Info Sheet - Honor Education
rule_1364,Standard flat-line billing model is used,6,0.8450000000000001,Merchant Info Sheet - Honor Education(1); Regard - Merchant Info Sheet_; Merchant Info Sheet - Satisfi Labs; Merchant Info Sheet - Honor Education; Merchant Info Sheet - Laurel(1); Merchant Info Sheet_ Cargado
